1000003,C
1000033,C,3
1000037,C
1000039,C,1994548212
1000081,C,13076
1000099,C,936081,41403414065
1000117,C,9727236081723
1000121,C
1000133,C,4003,832448666055
1000151,C,1,321255461208,7382249100376592037265
1000159,C,784691163851204
1000171,C,56,961364
1000183,C
1000187,C,108449704
1000193,C
1000199,C,51879132424
1000211,C,1,1883940
1000213,C
1000231,C,156217853
1000249,C,56,9356775,5883470461671
1000253,C,66471,2182076292
1000273,C,8,195,6872
1000289,C,2795692,17936289400844124
1000291,C
1000303,C,175620
1000313,C,7,7252,15334376570751
1000333,C,1444913410047865416
1000357,C,1040667
1000367,C,3437464
1000381,C
1000393,C
1000397,C,46457958044793904,186320836892324815
1000403,C,1
1000409,C
1000423,C,2409488,91120884436733
1000427,C,5023783907899639912
1000429,C,51
1000453,C
1000457,C,906124,12109822423585109695,223661517399877309132
1000507,C,10533,377337644,3271068489
1000537,C,3,369972,4678867184
1000541,C,100,215031,16657051,9040043474983,270608537595883
1000547,C,132
1000577,C,12,1284,500599
1000579,C,363473299854792461
1000589,C,4681312
1000609,C
1000619,C
1000621,C,11674539
1000639,C,61185
1000651,C,324,1404918584928
1000667,C,2328,81569829169188268
1000669,C,287495
1000679,C,8028836904,5353664628885
1000691,C,601204,31440728197405
1000697,C
1000721,C,4472056
1000723,C,52425
1000763,C,753,215952
1000777,C,440
1000793,C,11963886480209545023972
1000829,C
1000847,C,657,24881474137,104911263603764788979451805
1000849,C
1000859,C,19594329
1000861,C,385879755
1000889,C,490030900917984,145300432440569211
1000907,C,553,40008645,6829537789
1000919,C,82765,5029117
1000921,C,3899661599,4948269756,1358562633706499
1000931,C,18911640
1000969,C
1000973,C,880
1000981,C,11,48,321286610136
1000999,C,21,36,67683076142587929,10557588550723177824
1001003,C,131177589876601
1001017,C,48,68
1001023,C,92,21932,21678237,52609148,3116516445,12383893674821
1001027,C,217
1001041,C,524,3376140831960
1001069,C,7251,3111191553008511
1001081,C,16
1001087,C,1053
1001089,C
1001093,C,8842431,11859442464943,2918218457888008
1001107,C
1001123,C,2976
1001153,C,552
1001159,C,59625,1248772624413250172606139302541
1001173,C,15,12938073452,46906113226752
1001177,C,28,40425028197592807
1001191,C,17184,3828843549167076
1001197,C,3147
1001219,C,629841
1001237,C,81184,1549092
1001267,C,4,10704,3736908
1001279,C,2569
1001291,C
1001303,C,1,3871056
1001311,C,5,93,7703194638365
1001321,C
1001323,C,72757468580
1001327,C,421964917,39809471233
1001347,C
1001353,C,195,16815431,291555634235,76954767170868
1001369,C
1001381,C,19,173797959
1001387,C,16928340,73023338845
1001389,C,836804559396704
1001401,C,15
1001411,C,1,271284
1001431,C
1001447,C,5532
1001459,C,1,281859519805059585
1001467,C,1473236225,54524282325790929
1001491,C,1378080
1001501,C
1001527,C,140,812,5112,3353912,6359553395866805
1001531,C,924,1896141921122890528
1001549,C,12,39308020
1001551,C,1176
1001563,C,380
1001569,C,130446069448186799
1001587,C,19913174393,34200654693
1001593,C
1001621,C,28
1001629,C,12969277551927852
1001639,C,1,38416,1927105320
1001659,C,1866742236,2543528192,92751136321046945
1001669,C,1796506640640
1001683,C
1001687,C,93
1001713,C,468275,98801152647
1001723,C,1,325,66280003522008,181055819494796040
1001743,C,2841
1001783,C,12113280969739644152800
1001797,C,2751042584
1001801,C
1001807,C
1001809,C,231,14101339296,238596510907828011500
1001821,C,27120
1001831,C,1
1001839,C,382637856
1001911,C
1001933,C
1001941,C
1001947,C,605,3005866553
1001953,C,41395424227694696
1001977,C,66213864357108615
1001981,C,2203397551,51632338747042260
1001983,C,153,1652
1001989,C,303965144
1002017,C
1002049,C,234761458282963583271
1002061,C,3167026692430159188
1002073,C,1980063
1002077,C
1002083,C,108
1002091,C,65,1608580412375025
1002101,C,1215590094964
1002109,C,51601433625287511
1002121,C,8
1002143,C,24944776,764984025,2866432919088
1002149,C,19,2532,1398910219,130428893569538326808796
1002151,C,805435241,434836983639056
1002173,C,9916,677295820,12857584935336,308177157674860
1002191,C,1,44608764,103254604,48811486587864
1002227,C,7044,2081656298457604
1002241,C
1002247,C,5,65,40785634149
1002257,C,9024
1002259,C,127452,38427461,1482644594501
1002263,C,2008
1002289,C,92,24395912,2134353129684
1002299,C
1002341,C
1002343,C,20151658256,1886395960959487980
1002347,C
1002349,C,138777909923555235
1002359,C,1,25836,118224,148953621,671435952
1002361,C
1002377,C,22377218044,1573504301053140
1002403,C,486984820892,4746705434445218227364717
1002427,C,225
1002433,C,41432,7764168895631,5704025009068320
1002451,C
1002457,C
1002467,C,64804
1002481,C
1002487,C,24,57743542316383664
1002493,C,212,2500116
1002503,C,1168,3625,17800,33293784631245
1002511,C,21384,735994733
1002517,C,93554787,13035876764
1002523,C,1207320,5972067057,3986400169608,1301595305821565280
1002527,C,14832797258757
1002553,C,65149452540915335
1002569,C,4,1432542196
1002577,C,65091735
1002583,C
1002619,C
1002623,C,341334094472241736
1002647,C,162091896723808,491114563385413
1002653,C
1002679,C,3502409716404072,58073186945018559905
1002709,C,5840427349534872239
1002713,C,60
1002719,C,841
1002721,C,257133131232248,74927933390041993100
1002739,C,25757
1002751,C,173741423184101793
1002767,C,816407279939906173684145365
1002769,C,12,139191,277765920459574559
1002773,C,3735
1002787,C,104,78869
1002797,C,139972
1002809,C,39892,54160155
1002817,C,15,4873928
1002821,C,4
1002851,C,4,25,28909,45024684,132338173
1002853,C
1002857,C
1002863,C,348,4020
1002871,C,20857513400
1002887,C,22746290658960180
1002893,C,36079070440
1002899,C,1,23661
1002913,C,1002479022602130135
1002917,C,4368684051638620
1002929,C,58200
1002931,C,6173,3645749,15801391225661,11130532340507460,967505656849339700
1002973,C
1002979,C
1003001,C,1277531186394125568
1003003,C,12,4459539314768,14317843487976,11382589162770768
1003019,C
1003039,C,20
1003049,C
1003087,C,127951674693474665
1003091,C,1,229,51229,169892634133
1003097,C,2464,8863
1003103,C,86601350607068337112
1003109,C,2093938968677967760
1003111,C
1003133,C
1003141,C,1225406336
1003193,C,31688691,11187662832
1003199,C
1003201,C
1003241,C,3135,14839,18348,1784335
1003259,C
1003273,C,2193091057535
1003279,C,11130272297,1030185308313642276789
1003291,C,288502199752486881
1003307,C,28,184
1003337,C,1927,121143
1003349,C,555,1885140
1003351,C,2026124366553,7160868503351724
1003361,C,1009969284,45379238111233618620
1003363,C,233,23109287645
1003367,C,660,874333000473
1003369,C,227,114432,222956
1003381,C,11
1003397,C,67,2315122260011179
1003411,C,20
1003417,C,1806868862435,1128443332999757851158588
1003433,C
1003463,C,5969988338574273
1003469,C,77607878832,93299739672751
1003507,C,152,10495122397963137765812
1003517,C,7,375,25344
1003543,C,1901940520893413
1003549,C
1003589,C,124,1565250644492002867
1003601,C,1885991871,3825942965451
1003609,C
1003619,C,180949812
1003621,C,6164960,20355448355,9077689013900
1003627,C,332,11382498893240,2465145012688000104,41900646944449862313
1003631,C,1,62291938901538473601193
1003679,C,1,61,12083580405442609,89583024515607506821
1003693,C,69450444276
1003711,C,41
1003729,C,707,16715,407706277911352100
1003733,C,318856154437233871
1003741,C,50501289868860,1228200023051976
1003747,C,2649
1003753,C
1003757,C
1003763,C,1,2042881
1003771,C,8
1003787,C
1003817,C
1003819,C
1003841,C,3
1003879,C
1003889,C,41080
1003897,C,627940692204
1003907,C,2705793
1003909,C,66321684,40551385962432
1003913,C,10308003,21923455,125658328,1622695656535840
1003931,C,844,2296,390256
1003943,C,37,139368,565201060
1003957,C,3160412
1003963,C,552,398530649372,1594092329013
1004027,C
1004033,C,1261023112075
1004053,C,196853409439079491167
1004057,C,1956902670475
1004063,C,28
1004077,C
1004089,C
1004117,C,43
1004119,C,6945,266409950960417
1004137,C,48,84
1004141,C,5391
1004161,C,8
1004167,C,44947368,5758050311984
1004209,C,39,732,3684
1004221,C,44,352091467529043
1004233,C,121806687,899597807,64058226647,117869651927
1004273,C,21841612
1004279,C,13989,110785,784080
1004287,C,33,1592,2789909,652167436368,58119854687755268
1004293,C,851108,1732728
1004303,C
1004317,C
1004323,C,3237,3693,8035829406116
1004363,C,153460,839608
1004371,C,302909,598192920
1004401,C
1004429,C,205620378227114712
1004441,C,115,323185600,1941263616,5919791267913360
1004449,C,3158522409171
1004453,C,15823
1004461,C,303,1953570725604272564
1004477,C,1731485068846904248
1004483,C
1004501,C,2584
1004527,C
1004537,C,39964,164386082463
1004551,C,903022005
1004561,C,2320,3111
1004567,C,602872,1248091500,95762882824
1004599,C,12222357
1004651,C,90988734768,330477038556960489
1004657,C,2291020,60204372,113257599147,43844522160681567,274826519056574208,5345530720102551888
1004659,C,5,2095622708989569
1004669,C,12
1004671,C
1004677,C,3,87,16968,58266921068935923
1004687,C
1004723,C,93
1004737,C
1004743,C,5,176998020
1004747,C
1004749,C,12
1004761,C,22031,4560663
1004779,C,15545,1509733220,4551021762546021934692
1004797,C,4546703,25784341470120,825887294267950280,95182382094052228199
1004873,C,20846532,4438484248,888543399183
1004903,C,1,2080
1004911,C,984
1004917,C,606195699903,178515527730848,1648931853683063
1004963,C,1426013833812,6321210220080
1004977,C,127698757178724
1004981,C,195048
1004987,C,4,285453168612,68215995508534672045833
1005007,C,563186165
1005013,C
1005019,C,44,309681
1005029,C,48451
1005041,C,184593192407904254522208,16116304213555862225323383
1005049,C,603751307687
1005071,C,502805436529,26284135406759879409
1005073,C
1005079,C,127980
1005101,C,19
1005107,C
1005131,C,621
1005133,C,3,12
1005143,C,693565
1005161,C
1005187,C,334202793,30019032882742605
1005203,C,12,40
1005209,C,6362007,502172278751103266484
1005217,C
1005223,C,368948126001,43605570988137
1005229,C
1005239,C,1,253681
1005241,C
1005269,C,330788871,15782266264,1562290312692725273107
1005287,C,5719975586133
1005293,C
1005313,C,184660045416
1005317,C,3,27
1005331,C,116
1005349,C
1005359,C
1005371,C
1005373,C
1005391,C,3320,590781
1005409,C,186849595700,3409181313018993384
1005413,C,3828
1005427,C,838475708638137,99211846691300479335648668
1005437,C
1005439,C
1005457,C,99
1005467,C
1005481,C,1400
1005493,C,1868,174989135,765161147,4544856794775,42075074180419815
1005503,C,19894996
1005527,C,17457,893669488
1005541,C,1824,14999233008
1005551,C,6044208,10949475444061
1005553,C,108
1005581,C
1005593,C,398956,60563376
1005617,C,2639163,7265372298975
1005619,C,1781,16742063000145703577
1005637,C,2632068723359,4910087467962432
1005643,C,15192477
1005647,C
1005661,C,2497463
1005677,C,74508,1693923
1005679,C,21
1005701,C,51,331,84332342887723
1005709,C,204
1005751,C,2177559584581722060
1005761,C,643
1005821,C
1005827,C,249,3695425079893
